作者,歌名,BPM,拍号,热度
Alfred Hui,BE MY LOVE,136.07,4/4拍,11
Hubert Wu,相信明天,136.11,4/4拍,11
Alan Tam,Baby,136.14,4/4拍,11
Hacken Lee,活著為求什麼 (Live),136.14,4/4拍,11
Jacky Cheung,昨夜夢魂中,136.18,6/8拍,11
Nicholas Tse,彈開,136.2,4/4拍,11
"David Lui, David Ling Jr. at S & R Studio",不捨得你,136.2,4/4拍,11
Leslie Cheung,風繼續吹 - 告別樂壇演唱會,136.5,4/4拍,11
Pan Mei Chen,我想有個家,136.7,4/4拍,11
Jacky Cheung,Cry,136.8,4/4拍,11
William So,有過你 (粵),136.92,4/4拍,11
Hacken Lee,舊生會 (Live),136.93,4/4拍,11
Pan Mei Chen,是你,136.98,4/4拍,11
Alan Tam,Alan Tam Medley - Live In Hong Kong / 2013,137.08,4/4拍,11
Miriam Yeung,友誼小姐(電影"乾柴烈火"歌曲),137.09,4/4拍,11
林淑容,掌聲響起,137.09,4/4拍,11
李壽全,看不見自己的時候,137.1,4/4拍,11
C AllStar,Medley: 笑哈哈先生 / 佚名 / 若然冬天沒有花 / 藍染 / 在錯誤的宇宙尋找愛 / 廢學 / 禁區 / BOUNCE BACK / 阿愁 / 28天 / 告別的藝術 / 未知道 - Concert 2021 (Live),137.11,6/8拍,11
Lowell Lo,為自由,137.19,4/4拍,11
Hins Cheung,新不了情(國),137.3,4/4拍,11
呂珊,唐伯虎點秋香,137.38,4/4拍,11
Andy Lau,In Your Eyes,137.57,4/4拍,11
Jason Chan,後無來者,137.76,4/4拍,11
Andy Lau,苦命梁祝,137.82,4/4拍,11
巫啟賢,雖然逆著風,137.84,4/4拍,11
Sammi Cheng,情變,137.85,4/4拍,11
張琍敏,秋詩篇篇,137.85,6/8拍,11
Joyce Cheng,給我十秒,137.95,4/4拍,11
Kelvin Kwan,守護者,137.97,4/4拍,11
Ivana Wong,天堂有路,137.98,4/4拍,11
李靖筠,在錯誤的宇宙尋找愛 (《今晚唱飲歌2》version),137.99,4/4拍,11
Janice Vidal,Do You Know Where You're Going To,138.01,4/4拍,11
Andy Hui,相愛多年,138.01,4/4拍,11
Tsai Chin,恨不相逢未嫁時,138.02,4/4拍,11
Andy Lau,澳門之歌 - 國語,138.02,4/4拍,11
李靖筠,嗚哩雙刀,138.03,4/4拍,11
Tat Ming Pair,諸神的黃昏,138.15,4/4拍,11
高勝美,何苦,138.22,4/4拍,11
BOYZ,情陷百老匯,138.24,6/8拍,11
Dear Jane,富上代,138.3,4/4拍,11
Andy Lau,痴心錯付 - Album Version / Love In A Wrong,138.3,4/4拍,11
丘丘合唱團,什麼歌,138.54,4/4拍,11
"潘越雲, 李建復",浮生夢,138.67,4/4拍,11
Nicholas Tse,冥想,138.71,4/4拍,11
Stephanie Cheng,一分鐘漂亮 (Live like 18 Concert 2013),138.82,4/4拍,11
Jacky Cheung,愛是永恆 - Pt. 2,138.83,4/4拍,11
Anita Mui,夢伴 - 再展光華87‐88演唱會,138.86,4/4拍,11
Teresa Teng,芳草無情,139.27,4/4拍,11
Denise Ho,天使藍 (Live),139.28,4/4拍,11
林強,平凡老百姓,139.34,4/4拍,11
Joey Yung,我杯茶 (1314容祖兒演唱會),139.4,4/4拍,11
Jacky Cheung,親親,139.67,4/4拍,11
木吉他,季節雨,139.83,4/4拍,11
Hacken Lee,紅日 - Live in Hong Kong/ 2011,139.85,4/4拍,11
Sherman Chung,從不信自己,139.86,4/4拍,11
Aaron Kwok,臨行,139.87,4/4拍,11
Justin Lo,我這樣愛你 - Live,139.88,4/4拍,11
E-Jun Lee,衝不破情網,139.9,4/4拍,11
Endy Chow,鬼才,139.92,4/4拍,11
Angela Hui,歲月如歌,139.93,4/4拍,11
黃品源,兄弟情,139.93,4/4拍,11
E-Jun Lee,今天不回家,139.94,4/4拍,11
Ken Hung,男孩看見野玫瑰,139.96,4/4拍,11
C AllStar,時間囊,139.96,4/4拍,11
Andy Lau,只有你會我聖誕樹,139.98,4/4拍,11
Jason Chan,永久保存,139.99,4/4拍,11
Leo Ku,赤川次郎夜想曲,139.99,4/4拍,11
黃韻玲,藍色啤酒海,139.99,4/4拍,11
Ken Hung,鬚根,140,4/4拍,11
Sammi Cheng,超速駕駛,140,4/4拍,11
C AllStar,上車咒,140.01,4/4拍,11
Andy Lau,新好情人 - 粵,140.04,4/4拍,11
Phil Lam,佚名花,140.04,4/4拍,11
Eric Suen,愛...不是《女王的誕生》片尾曲,140.05,4/4拍,11
Terence Siufay,哪懼牆攀不上 (《獅子山上》主題曲),140.05,4/4拍,11
Raymond Lam,真的哭了,140.07,4/4拍,11
Sammi Cheng,實不相暪,140.08,4/4拍,11
Sam Hui,甜蜜伴侶,140.1,4/4拍,11
Mr.,愛你,140.11,4/4拍,11
Leslie Cheung,Tonight And Forever,140.12,4/4拍,11
Zhao Chuan,喊向黑色的天空,140.17,4/4拍,11
Faye Wong,流非飛,140.19,4/4拍,11
Karen Mok,飞,140.22,4/4拍,11
Christopher Wong,伴侶,140.29,4/4拍,11
Dear Jane,碌架床,140.38,4/4拍,11
"Aaron Kwok, Ako, David Ling Jr, Sunny",國王的新歌,140.45,4/4拍,11
姚蘇蓉,心聲淚痕,140.8,4/4拍,11
潘越雲,曉夢蝴蝶,140.81,4/4拍,11
Twins,綁架,140.86,4/4拍,11
Adam Cheng,決戰前夕,141,4/4拍,11
林淑容,往事只能回味,141.07,4/4拍,11
Cally Kwong,星期六約會,141.14,4/4拍,11
Nicholas Tse,Better Man,141.27,4/4拍,11
Denise Ho,查理淑儀,141.35,4/4拍,11
音樂磁場,一場遊戲一場夢,141.62,4/4拍,11
劉文正,請留住你的腳步,141.64,4/4拍,11
傅穎,你是灰色的,141.88,4/4拍,11
Winnie Lau,Till The End Of Time,141.93,4/4拍,11
Supper Moment,親愛的我們,141.98,4/4拍,11
"Aaron Kwok, Lin Yong Xiang@Avon Studio, Simon Lo@ Wave Studio",無忌 - Dian Ying,141.99,4/4拍,11
Faye Wong,浮躁,142,4/4拍,11
Leon Lai,月亮下求你一吻 - Random Love Songs 4D in Live 2016 歌曲,142.03,4/4拍,11
巫啟賢,鐵石心腸,142.08,4/4拍,11
周啟生,天長地久,142.15,4/4拍,11
Danny Chan,對不對,142.22,4/4拍,11
劉文正,忘了我的錯,142.49,4/4拍,11
韓寶儀,天意,142.53,4/4拍,11
Joey Yung,冬眠,142.86,4/4拍,11
Aaron Kwok,絕對美麗,142.97,4/4拍,11
Fiona Sit,請君入夢,142.99,4/4拍,11
LMF,The Time of My Life - Party Version,143.01,4/4拍,11
Leslie Cheung,Good Morning Sorrow,143.18,4/4拍,11
Paula Tsui,漫天風雨,143.22,4/4拍,11
Anita Mui,再共舞,143.27,4/4拍,11
Anita Mui,冰山大火,143.28,4/4拍,11
Leslie Cheung,ReDiscovering Track - 冰山大火,143.38,4/4拍,11
梁弘志,匆匆別後,143.68,4/4拍,11
Johnny Yin,野百合也有春天,143.87,4/4拍,11
楊宗憲,誰人甲我比,143.91,4/4拍,11
Andy Lau,你是我一生中最大的驕傲 - 國,143.94,4/4拍,11
潘越雲,你會愛我很久嗎,144.06,4/4拍,11
JW,妒忌心,144.1,4/4拍,11
Zhang Zhen Yue,改變,144.16,4/4拍,11
Raymond Lam,愛在記憶中找你,144.4,4/4拍,11
Anita Mui,似火探戈,144.84,4/4拍,11
Zpecial,風光,145.07,4/4拍,11
Justin Lo,遲鈍,145.33,4/4拍,11
Alex Fong,零藉口,145.34,4/4拍,11
蔡楓華,絕對空虛,145.43,4/4拍,11
Andy Lau,最好的朋友 - 國語,145.83,4/4拍,11
Hacken Lee,命運符號 (Live),145.86,4/4拍,11
Linda Chung,預防針,145.88,4/4拍,11
George Lam,成吉思汗,145.89,4/4拍,11
Joey Yung,與貓共舞,145.94,4/4拍,11
Leon Lai,我的感覺,145.95,4/4拍,11
Tai Ji,紅色跑車,146.02,4/4拍,11
Priscilla Chan,歸來吧,146.24,4/4拍,11
楊宗憲,爸爸親像山,146.32,4/4拍,11
朱咪咪,柳絲長 - 現場錄音版本選自朱咪咪咪玩嘢演唱會,146.53,4/4拍,11
per se,I was right again,147.05,6/8拍,11
Vincy Chan,後來,147.2,4/4拍,11
姚蘇蓉,杏花溪之戀,147.21,4/4拍,11
Sita Chan,千秋,147.41,4/4拍,11
張偉文,十八相送,147.52,4/4拍,11
Vincy Chan,原來愛情那麼難,147.76,4/4拍,11
Andy Lau,交叉點,147.84,4/4拍,11
Andy Lau,兄弟,147.85,4/4拍,11
Anita Mui,妖女,147.93,4/4拍,11
Kay Tse,後窗知己,147.93,4/4拍,11
Beyond,曾是擁有,147.97,4/4拍,11
Andy Lau,無情天,148.01,4/4拍,11
Candy Lo,沮喪,148.02,4/4拍,11
江淑娜,忽略,148.03,4/4拍,11
Johnny Yin,曠野寄情,148.06,4/4拍,11
"Dave Wong, 李子恆, chang Yong Fu",男人的背 男人的悲,148.2,4/4拍,11
Beyond,光輝歲月(國語),148.23,4/4拍,11
Beyond,光輝歲月,148.25,4/4拍,11
Andy Lau,請你莫忘我,148.44,4/4拍,11
Alan Tam,我愛大自然,148.63,4/4拍,11
Ekin Cheng,友共情 - Beautiful Day 2011演唱會,149.63,4/4拍,11
Andy Lau,Stand Up,149.94,4/4拍,11
Candy Lo,風鈴,149.99,6/8拍,11
Kenny Kwan,隱形人,150.02,4/4拍,11
姚蘇蓉,愛的世界,150.19,6/8拍,11
Leon Lai,情深說話未曾講,150.2,4/4拍,11
Miriam Yeung,熱血青年 - 電影"玉女添丁"歌曲,150.21,4/4拍,11
Andy Lau,我願獨行,150.32,4/4拍,11
劉文正,一段情,150.63,4/4拍,11
Andy Lau,飛鳥,151.49,4/4拍,11
Leslie Cheung,愛情離合器,151.69,4/4拍,11
Mag Lam,獅子山下遇上,151.77,4/4拍,11
Jacky Cheung,想的都是她,151.81,4/4拍,11
Supper Moment,對岸 對望 (2019),151.98,4/4拍,11
Andy Lau,倦,152.04,4/4拍,11
Ronald Cheng,二月三日 - 國,152.29,4/4拍,11
Alan Tam,我愛世界 - 電影「恭喜發財」插曲,154.38,4/4拍,11
Jia Liang Luo,當狗愛上貓,155.01,4/4拍,11
蔡琴,相思雨,155.84,4/4拍,11
Nowhere Boys,大不了一代,155.94,4/4拍,11
Jace Chan,收聲多謝 - UNBORDERED LIVE Version,155.96,4/4拍,11
Twins,和平日,155.99,6/8拍,11
Joey Yung,勉強幸福,156.07,6/8拍,11
Wu Bai,繼續墮落,157.51,4/4拍,11
Ken Hung,彌足珍貴,157.58,4/4拍,11
David Lui,天老情未老,158.01,4/4拍,11
Eason Chan,數字人生,158.12,4/4拍,11
Alfred Hui,郵輪,159.52,6/8拍,11
林師傑,不再說謊 - (Accoustic) (劇集 "愛回家" 插曲),159.68,6/8拍,11
Fiona Sit,叮叮車,159.89,4/4拍,11
2R,2人新裝,160.02,4/4拍,11
24Herbs,Control (Feat. Paul Wong),160.02,4/4拍,11
Leslie Cheung,大熱,160.03,4/4拍,11
Andy Lau,超友誼,160.05,4/4拍,11
Joey Yung,我的麻煩男友,160.1,4/4拍,11
"Sandy Lam, Owen Kwan",讓我笑吧,160.11,4/4拍,11
Mag Lam,你以為,160.12,4/4拍,11
George Lam,數字人生,160.23,4/4拍,11
Beyond,文武英傑宣言,160.29,4/4拍,11
Anita Mui,Medley:壞女孩/妖女/烈燄紅唇/淑女 - 夏日耀光華演唱會90,160.52,4/4拍,11
劉文正,也許,160.86,6/8拍,11
Wu Bai,不滿,162.26,4/4拍,11
Jordan Chan,撲火,162.31,4/4拍,11
Alan Tam,創造命運,162.33,4/4拍,11
Beyond,永遠等待 - 全長版本,162.92,4/4拍,11
Mr.,走獸,163.91,4/4拍,11
"Richie Jen, Karen Mok",愛我愛我,163.94,4/4拍,11
Phil Lam,Hold You Tight,163.95,4/4拍,11
Alex To,妳在我的愛情裡,164.04,4/4拍,11
謝雷,酒國英雄,164.8,4/4拍,11
Faye Wong,Everything,165.78,4/4拍,11
Stefanie Sun,沒時間,165.85,4/4拍,11
鄧瑞霞,昨夜我為你失眠 - 修復版,166.49,4/4拍,11
Andy Lau,對所愛奉獻,166.84,4/4拍,11
Alan Tam,唱一首好歌,167.38,4/4拍,11
"Zhang Yu Sheng, MR. Killer K",再見 蘭花草,168.16,4/4拍,11
Bobby Chen,最後一盞燈,168.27,4/4拍,11
Ekin Cheng,吻感 - Beautiful Day 2011演唱會,168.32,4/4拍,11
Michael Kwan,緣 - 香港電台第五台《空中結緣》主題曲,168.6,4/4拍,11
Wynners,Wind Flowers,168.6,4/4拍,11
Ronald Cheng,三生有幸 - SACD Mastering,168.64,6/8拍,11
麗莎,年年大吉慶,168.84,4/4拍,11
Eason Chan,今天等我來 - Live,168.96,4/4拍,11
糖兄妹,跑出天際 (跑 Online 主題曲),169.64,4/4拍,11
Mag Lam,可愛的人方可愛,169.85,4/4拍,11
Jade Kwan,Smile,169.91,4/4拍,11
Cass Phang,愛過痛過亦願等,169.91,4/4拍,11
Andy Lau,每一句說話,169.98,4/4拍,11
Alex Fong,幸福家庭 - 無線電視劇 "甜孫爺爺" 主題曲,169.99,4/4拍,11
童安格,香水城,170.08,4/4拍,11
Alan Tam,不見不散,170.22,4/4拍,11
"Alan Tam, 泰迪羅賓, Albert Au, 陳百祥",PA PA O MA MA,170.29,4/4拍,11
"Danny Chan, Joe Wong, Tom Brown",念親恩,170.48,4/4拍,11
Alan Tam,成功需苦幹,171.84,4/4拍,11
Alfred Hui,迷宮 - (劇集 "拆局專家" 主題曲),171.91,4/4拍,11
薰妮,夢,171.94,4/4拍,11
ONE PROMISE,願意等你 - Rap Version,171.98,4/4拍,11
Stefanie Sun,反過來走走,172.01,4/4拍,11
劉珺兒,相識也是緣分,172.44,4/4拍,11
Johnny Ip,勝利雙手創,172.45,4/4拍,11
潘迪華,Kowloon Hong Kong,172.59,4/4拍,11
Roman Tam,當年情,172.78,4/4拍,11
Jody Chiang,安平追想曲,172.89,6/8拍,11
Tracy Huang,只有分離,173.25,4/4拍,11
Jason Chan,潮人蜜語,173.74,4/4拍,11
Leslie Cheung,幻影/ 霧之戀,173.79,4/4拍,11
Mike 曾比特,奔跑吧! - Short Run Version,173.86,4/4拍,11
Phil Lam,冥王星,173.95,6/8拍,11
"Michael Kwan, Annabelle Lui",人在旅途灑淚時 - 電視劇 “人在江湖 ” 插曲,174.2,4/4拍,11
Andy Lau,微笑,175.48,4/4拍,11
Sarah Chen,秋意上心頭,175.6,4/4拍,11
Linda Chung,戀愛令人心痛,175.77,4/4拍,11
Roman Tam,劍胆柔情,175.8,4/4拍,11
Eason Chan,因為愛情,175.87,4/4拍,11
LMF,La Na La,176.02,4/4拍,11
百合二重唱,萍聚,176.42,4/4拍,11
Susanne Ho,無可奉告續集,176.83,4/4拍,11
Pakho Chau,犯同樣的錯,176.97,4/4拍,11
Michael Kwan,天籟...星河傳說,177.8,4/4拍,11
Leo Ku,煙雨濛濛,177.83,6/8拍,11
Andy Lau,天籟… 星河傳說,178.02,4/4拍,11
Andy Lau,回到你身邊,178.2,4/4拍,11
Paula Tsui,香江暖流,178.97,4/4拍,11
Leo Ku,Forward Ur Luv,179.23,4/4拍,11
Joey Yung,愛情復興,179.9,6/8拍,11
Andy Lau,其實我早猜透你的心,180,4/4拍,11
Stefanie Sun,我是我 (feat. 孫靖),180.03,4/4拍,11
Eason Chan,真相,182.05,4/4拍,11
C AllStar,專業失戀30年 - (Concert 2021) [Live],182.06,6/8拍,11
Alfred Hui,如你是我,183.37,6/8拍,11
Andy Lau,聽話了,183.83,4/4拍,11
Albert Au,雲外千峰,185.24,4/4拍,11
Andy Lau,等我,185.7,6/8拍,11
Aaron Kwok,風裏密碼,185.94,4/4拍,11
Ronald Cheng,廢中 - SACD Mastering,186.2,4/4拍,11
Danny Chan,離不開,187.18,6/8拍,11
Stephanie Cheng,漸漸,187.89,4/4拍,11
Andy Lau,分開不要在雨天,189.18,6/8拍,11
Alex To,彩虹,200.05,4/4拍,11
Sam Hui,我的心仍屬於您,200.46,4/4拍,11
Kelly Chen,嫁妝,201.04,6/8拍,11
Denise Ho,如無意外 - Live in Montréal,202.01,6/8拍,11
李壽全,未來的未來,203.44,4/4拍,11
Ken Hung,我可以說不,203.96,4/4拍,11
Kayee Tam,想勇敢一次 - 劇集 "丫鬟大聯盟" 主題曲,203.98,6/8拍,11
Hacken Lee,爱情转移,205.53,4/4拍,11
Justin Lo,霜淇淋之味,205.91,4/4拍,11
Michael Kwan,雪中情,206.36,4/4拍,11
Justin Lo,Best Thing In My Life,206.51,4/4拍,11
Bobby Chen,"子夜二時,你做什麼?",51.98,4/4拍,10
Sally Yeh,活過,59.96,4/4拍,10
Leslie Cheung,I Honestly Love You - Live in Hong Kong/2000,65.8,4/4拍,10
Andy Lau,Rehearsal,66.22,4/4拍,10
Hacken Lee,十年前後,68.08,4/4拍,10
Ken Hung,無聲佔有,68.35,4/4拍,10
Tsai Chin,訴衷情,69.17,4/4拍,10
Tsai Chin,塔裡的女人,70.25,4/4拍,10
Joey Yung,逃避你,70.42,4/4拍,10
Chyi Yu,愛之死 - 演奏曲,70.61,4/4拍,10
姚蘇蓉,苦情花,71.23,4/4拍,10
尹光,幽媾,71.41,4/4拍,10
J. Arie (雷深如),我就是主角,71.72,4/4拍,10
Ivana Wong,愛與奇異果,71.91,4/4拍,10
方季惟,走過傷心,72.25,4/4拍,10
Sally Yeh,我要活下去,72.43,4/4拍,10
巫啟賢,心鎖,72.96,4/4拍,10
Sita Chan,不愛我 (國),73.04,4/4拍,10
Joey Yung,孤單喧嘩,73.06,4/4拍,10
新青年理髮廳,一個人回家,73.15,4/4拍,10
Pakho Chau,鞦韆,73.98,4/4拍,10
Jacky Cheung,Touch Of Love,74.06,4/4拍,10
Tat Ming Pair,撐起雨傘 / 馬路天使 - Live,74.13,4/4拍,10
巫啟賢,遗忘过去,74.15,4/4拍,10
Ivana Wong,儂本多情,74.16,4/4拍,10
Leslie Cheung,緣份,74.43,4/4拍,10
Andy Hui,如初,74.79,6/8拍,10
Gin Lee,獻世 - Live,74.92,4/4拍,10
Shirley Kwan,暗戀,74.96,4/4拍,10
Andy Lau,阿信的故事,74.96,4/4拍,10
Andy Lau,潮水 - 粵,74.96,4/4拍,10
Aaron Kwok,信鴿,74.99,4/4拍,10
Beyond,回家,75,4/4拍,10
Alex Fong,自導自戀,75,4/4拍,10
Jacky Cheung,"真面目, 假面具 - 電影「霹靂大喇叭」主題曲",75,4/4拍,10
Jason Chan,秘密,75,4/4拍,10
張偉文,帝女花之香夭,75.01,4/4拍,10
"Alan Tam, C.Y.Kong",刺客,75.05,4/4拍,10
Alan Tam,再見吧!浪漫,75.05,4/4拍,10
Hins Cheung,脈搏奔流,75.09,4/4拍,10
尤雅,我有一段情,75.2,4/4拍,10
Roman Tam,同途萬里人,75.24,4/4拍,10
Leslie Cheung,I Like Dreamin',75.58,4/4拍,10
陳麗斯,問我 - 電影"跳灰"歌曲,75.62,4/4拍,10
Yoyo Sham,不枉我們張山十年,75.66,4/4拍,10
Leslie Cheung,誰令妳心痴,75.68,4/4拍,10
Kayee Tam,星空漫步 (Can You See 廣東版),75.72,4/4拍,10
Danny Chan,First Love,75.83,4/4拍,10
Jason Chan,請跟我走 - Fight For Live,75.93,4/4拍,10
Tai Chi,小雨落在我的胸口,75.95,4/4拍,10
Leslie Cheung,當真就好,75.97,4/4拍,10
Johnny Ip,浮生六劫 - 電視劇:浮生六劫主題曲,75.99,6/8拍,10
Aaron Kwok,妳是我的一切之春眠篇,76.02,4/4拍,10
湯寶如,沒有回憶的冬季,76.02,4/4拍,10
Alan Tam,愛你兩個人,76.03,4/4拍,10
Ellen Loo,廿九歲的遺書,76.06,4/4拍,10
Justin Lo,門徒,76.09,4/4拍,10
Twins,下一站天后 (合唱版),76.1,4/4拍,10
Cally Kwong,小島風雲,76.1,4/4拍,10
Bondy Chiu,每隔兩秒,76.19,6/8拍,10
Leslie Cheung,小明星 - 電影「流星語」主題曲,76.34,4/4拍,10
Alan Tam,仰慕者,76.51,4/4拍,10
"Tracy Huang, Richard Goh",似曾相識 - Remasterted,76.66,4/4拍,10
Alan Tam,變奏,76.72,4/4拍,10
Sam Hui,摩登保鑣 - 電影《摩登保鑣》主題曲,76.76,4/4拍,10
Alan Tam,變奏,76.81,4/4拍,10
姚蘇蓉,晶晶,76.83,6/8拍,10
Beyond,海闊天空,76.95,4/4拍,10
J. Arie (雷深如),第一志願,76.96,4/4拍,10
Jade Kwan,另一個舞台,76.97,4/4拍,10
黃宗澤,全角度愛你,76.99,4/4拍,10
Fiona Sit,有隻雀仔,77.19,4/4拍,10
Danny Chan,初戀,77.31,4/4拍,10
Anita Mui,一點相思,77.61,4/4拍,10
張德蘭,落花淚影,77.63,4/4拍,10
新青年理髮廳,回家,77.97,4/4拍,10
柳影虹,明日話今天,78,4/4拍,10
Faye Wong,矜持,78.05,4/4拍,10
呂珊,我是痴情無限,78.12,4/4拍,10
李之勤,不該愛的人是你,78.13,4/4拍,10
Eason Chan,那一夜有沒有說,78.15,4/4拍,10
Anthony Wong,忽爾今夏,78.21,4/4拍,10
Tracy Huang,如何把你挽留,78.26,4/4拍,10
姚蘇蓉,月落鳥啼,78.45,4/4拍,10
Jenny Tseng,可愛的玫瑰花,78.62,4/4拍,10
Liza Wang,銀河 - (劇集 "華麗轉身" 片尾曲),79.04,4/4拍,10
呂珊,隨想曲,79.78,4/4拍,10
Sam Hui,小李飛刀,79.95,4/4拍,10
Hins Cheung,Yes & No - Summer Version,79.97,4/4拍,10
Kelly Chen,我是你的誰,79.99,4/4拍,10
Candy Lo,紫醉金迷,79.99,4/4拍,10
Janice Vidal,My Eyes Don't Lie,80,4/4拍,10
Faye Wong,敷衍,80.02,4/4拍,10
Power Station,因為心碎所以喝醉,80.02,4/4拍,10
Janice Vidal,溫差,80.02,4/4拍,10
Hins Cheung,Stop The Time - 2011 Live in Hong Kong,80.05,4/4拍,10
Tai Chi,永遠愛你,80.08,4/4拍,10
Karen Mok,愛情,80.15,4/4拍,10
Beyond,報答一生,80.2,4/4拍,10
Teresa Teng,我心深處,80.3,4/4拍,10
Alan Tam,愛上您,80.36,4/4拍,10
"Jacky Cheung, 夏妙然",霸王別姬 - 電視劇「楚河漢界」插曲,80.47,4/4拍,10
Anita Mui,最愛是誰 - 夏日耀光華演唱會90,80.54,4/4拍,10
Lowell Lo,快樂老實人 - 1997 Remaster,80.74,4/4拍,10
Christopher Wong,傷盡我心的說話,80.97,4/4拍,10
陳浩德,情為何物,81.02,4/4拍,10
Mavis Fan,寂寞熱帶魚,81.03,4/4拍,10
Christopher Wong,懷念著你,81.1,4/4拍,10
Tat Ming Pair,每日一禁果,81.12,4/4拍,10
Priscilla Chan,逝去的諾言,81.26,4/4拍,10
林姍姍,戀愛預告,81.27,4/4拍,10
Roman Tam,李香蘭,81.29,6/8拍,10
姚蘇蓉,紅睡蓮,81.42,4/4拍,10
Danny Chan,凝望,81.66,4/4拍,10
Hacken Lee,眷戀,81.74,4/4拍,10
Leslie Cheung,迷路 - 電視劇"老洞"主題曲,81.74,4/4拍,10
Sandy Lam,愛上一個不回家的人 - Live,81.82,4/4拍,10
Kelvin Kwan,四面楚歌 (feat. 謝安琪),81.96,4/4拍,10
陳浩德,故鄉的雨,81.96,4/4拍,10
"Michael Kwan, 鮑慧珊",這個秋天,82.06,4/4拍,10
Danny Chan,雙星情歌,82.54,4/4拍,10
Kelly Chen,懦弱,82.64,4/4拍,10
Andy Lau,最愛是誰,82.87,4/4拍,10
Lowell Lo,天籟’85,82.98,4/4拍,10
Shine,曼谷瑪利亞,83.16,4/4拍,10
Kenny Bee,把悲傷留給自己,83.19,4/4拍,10
林慧萍,說好見面 - Remastered,83.23,4/4拍,10
Danny Chan,喝采,83.32,4/4拍,10
Andy Hui,翻騰,83.6,4/4拍,10
潘秀瓊,嘆十聲,83.72,4/4拍,10
Denise Ho,痴情司 - Memento Live 2013,83.74,4/4拍,10
Paula Tsui,生長,83.86,4/4拍,10
Grasshopper,失樂園,83.87,4/4拍,10
JW,戰勝服從,83.97,4/4拍,10
Kelly Chen,記事本,83.98,4/4拍,10
LMF,誰人伴你睡,83.99,4/4拍,10
陳浩德,月夜烏啼,84.07,4/4拍,10
Andy Lau,又彈起心愛的土琵琶 (電影《鐵道英雄》主題曲),84.09,4/4拍,10
葉佳修,思念總在分手後,84.15,4/4拍,10
Roman Tam,名劍風流 - 無線電視劇[名劍風流]主題曲,84.22,4/4拍,10
Ming Flute Ensemble,The Song of the Four Seasons,84.41,6/8拍,10
Sam Hui,今宵,84.48,4/4拍,10
林淑容,順流逆流 (粵),84.68,4/4拍,10
Sam Hui,The Morning After,84.73,4/4拍,10
David Lui,情感意外,84.81,4/4拍,10
Leslie Cheung,心中祗有你 - 電視劇"武林世家"插曲,85.23,4/4拍,10
Tai Chi,每一句說話,85.26,4/4拍,10
"Danny Chan, Joe Wong and Tom Brown",疾風,85.43,4/4拍,10
Hacken Lee,天水圍城 (Live),85.49,6/8拍,10
George Lam,MEDLEY : 愛情陷阱+夏日寒風,85.74,4/4拍,10
葉巧琳,水舞間,85.99,4/4拍,10
"周啟生, Unknown",離鄉別井,86.44,4/4拍,10
Bondy Chiu,細水長流,86.55,4/4拍,10
呂珊,心債,86.8,6/8拍,10
郭金發,最後一封信,86.84,4/4拍,10
Cass Phang,愛我別走,86.96,4/4拍,10
E-Jun Lee,情陷紅塵,86.96,4/4拍,10
"Danny Chan, Rico Fung and David at Studio A, Tom Brown",不,87.79,4/4拍,10
Beyond,全是愛,88,4/4拍,10
倫永亮,笑傲江湖,88,4/4拍,10
Frances Yip,上海灘龍虎鬥,88.03,4/4拍,10
Sam Hui,傀儡,88.52,4/4拍,10
Michael Kwan,天籟...星河傳說,88.9,4/4拍,10
Joey Yung,黃昏點唱機 (feat. 林海峰),89.04,4/4拍,10
Teresa Teng,安平追想曲,89.27,6/8拍,10
Fiona Sit,倒刺,89.28,4/4拍,10
Ronald Cheng,星光伴我心 - SACD Mastering,89.9,4/4拍,10
Cass Phang,彷彿是初戀,89.92,4/4拍,10
張偉文,漫步人生路,89.99,4/4拍,10
Swing,那邊見,89.99,4/4拍,10
Leslie Cheung,談情說愛,90.05,4/4拍,10
Mr.,長路,90.05,4/4拍,10
尤雅,忘不了初恋情人,90.23,4/4拍,10
Sammi Cheng,新造的人 (feat. SHIMICA) - Live,90.34,4/4拍,10
巫啟賢,爱拼才会赢 - 福建歌,90.39,4/4拍,10
Sally Yeh,零時十分,90.44,4/4拍,10
鳳飛飛,月朦朧鳥朦朧,90.55,6/8拍,10
Andy Lau,情深的一句 - 劇場版,90.96,4/4拍,10
William So,滴汗,91.02,4/4拍,10
Sammi Cheng,一追再追+追 - Live,91.05,4/4拍,10
"Tracy Huang, 馬兆駿",記憶… 由愛開始,91.07,4/4拍,10
蔡琴,青青湖畔,91.09,4/4拍,10
紫薇,今宵多珍重,91.29,4/4拍,10
Tracy Huang,Long Long Time,91.9,4/4拍,10
Cass Phang,翻風,91.98,4/4拍,10
Jason Chan,放過自己,91.98,4/4拍,10
Juno Mak,成魔之路(devil's re-visit with jan lamb),92,4/4拍,10
David Lui,未了緣 (無線電視劇 "名門" 主題曲),92.04,4/4拍,10
蔡國權,衝破萬重浪,92.05,4/4拍,10
Shirley Kwan,叛逆漢子,92.14,4/4拍,10
Danny Chan,畫出彩虹,92.2,4/4拍,10
Sam Hui,這一曲送給您,92.3,4/4拍,10
Janice Vidal,這正是我,92.33,4/4拍,10
Dear Jane,KEEP住你團火,92.51,4/4拍,10
尤雅,有我就有你,92.58,4/4拍,10
藍戰士,人生酒庫,92.77,4/4拍,10
